名字,组成
二冬膏,"['天冬', '麦冬']"
二妙丸,"['苍术', '黄柏']"
二母宁嗽丸,"['川贝母', '知母', '石膏', '栀子', '黄芩', '桑白', '茯苓', '瓜萎子', '枳实', '甘草', '味子']"
风湿骨痛胶囊,"['制川乌', '制草乌', '红花', '甘草', '木瓜', '乌梅', '麻黄']"
风湿液,"['羌活', '独活', '防风', '秦艽', '当归', '白芍', '白术', '鹿角胶', '鳖甲胶', '牛膝', '川芎', '木瓜', '红曲', '红花', '甘草', '寄生']"
复方半夏片,"['姜夏', '麻黄', '远志', '桔梗', '前胡', '白前', '款冬花', '细辛']"
复方鲜竹沥液,"['鲜竹沥', '鱼腥草', '生夏', '生姜', '枇杷叶', '桔梗', '薄荷素油']"
驱虫中成药,"['石燕', '石决明', '使君子仁', '鸡内金', '谷精草', '威灵仙', '茯苓']"
固本咳喘片,"['党参', '白术', '茯苓', '麦冬', '炙甘草', '味子', '补骨脂']"
槟榔四消丸,"['槟榔', '大黄', '牵牛子', '猪牙皂', '香附', '灵脂']"
参芪五味子片,"['南味子', '党参', '黄芪', '酸枣仁']"
冰硼散,"['冰片', '硼砂', '朱砂', '玄明粉']"
川贝枇杷糖浆,"['川贝母流浸膏桔梗', '枇杷叶', '薄荷脑']"
川芎茶调丸,"['川芎', '白芷', '羌活', '细辛', '防风', '荆芥', '薄荷', '甘草']"
川贝雪梨膏,"['梨清膏', '川贝母', '麦冬', '百合', '款冬花']"
磁朱丸,"['磁石', '朱砂', '神曲']"
纯阳正气丸,"['广藿香', '木香', '丁香', '肉桂', '苍术', '白术', '茯苓', '朱砂', '硝石', '硼砂', '雄黄', '金礞石', '麝香', '冰片']"
安神胶囊,"['酸枣仁', '川芎', '知母', '麦冬', '制何首乌', '味子', '丹参', '茯苓']"
安神补脑液,"['鹿茸', '制何首乌', '淫羊藿', '干姜', '甘草', '大枣', '维生素B用']"
安宫牛黄丸,"['牛黄', '水牛角浓缩粉', '麝香', '珍珠', '朱砂l', '雄黄', '黄连', '黄芩', '栀子', '郁金', '冰片']"
安神补心丸,"['丹参', '味子', '石菖蒲', '安神膏', '合欢', '菟丝子', '墨旱莲', '首乌藤', '地黄', '珍珠母', '女贞子']"
八正合剂,"['瞿麦', '车前子', '萹蓄', '大黄', '滑石', '川木通', '栀子', '甘草', '灯草']"
银翘解毒胶囊,"['金银花', '连翘', '薄荷', '荆芥', '淡豆豉', '牛蒡子', '桔梗', '淡竹叶', '甘草']"
右归丸,"['熟地黄', '附子', '肉桂', '山茱萸', '菟丝子', '鹿角胶', '枸杞子', '当归', '杜仲']"
越鞠丸,"['香附', '川芎', '栀子', '苍术', '神曲']"
血府逐瘀胶囊,"['桃仁', '当归', '枳壳l', '川芎', '柴胡', '红花', '牛膝', '赤芍', '地黄', '桔梗', '甘草']"
阳春口服液,"['人参', '鹿茸', '淫羊藿', '山茱萸', '菟丝子', '乌鸡', '阳起石']"
半夏天麻丸,"['法夏', '天麻', '黄芪白术', '茯苓', '黄柏', '人参', '苍术', '泽泻', '神曲', '麦芽']"
益母草膏,['益母草']
一清颗粒,"['黄连', '大黄', '黄芩']"
银黄口服液,['金银花提取物黄芩提取物']
白带丸,"['黄柏', '香附', '白芍', '当归']"
百合固金丸,"['百合', '地黄', '熟地黄', '麦冬', '玄参', '川贝母', '当归', '白芍', '桔梗', '甘草']"
柏子养心丸,"['柏子仁', '党参', '炙黄芪', '川芎', '当归', '茯苓', '远志', '酸枣仁', '肉桂', '味子', '夏曲', '炙甘草', '朱砂']"
保济丸,"['钩藤', '菊花', '蒺藜', '厚朴', '木香', '苍术', '天花粉', '广藿香', '葛根', '化橘红', '白芷', '薏苡仁', '稻芽', '薄荷', '茯苓', '广东神曲']"
保和丸,"['山楂', '神曲', '茯苓', '连翘', '莱菔子', '麦芽']"
正柴胡饮颗粒,['柴胡陈防风芍甘草生姜']
舟车丸,"['牵牛子', '大黄', '甘遂醋制)', '木香', '轻粉']"
左归丸,"['熟地', '枸杞', '山茱萸', '牛膝', '鹿角胶', '龟板胶', '菟丝子']"
左金丸,"['黄连', '吴茱萸']"
苏子降气丸,"['紫苏子', '厚朴', '前胡', '甘草', '姜夏', '沉香', '当归']"
锁阳固精丸,"['锁阳', '肉苁蓉', '巴戟天', '熟地黄', '山茱萸', '补骨脂', '菟丝子', '杜仲', '角茴香', '韭菜子', '茯苓', '泽泻', '芡实', '莲子', '莲须', '牡蛎', '龙骨', '鹿角霜', '牡丹', '知母', '黄柏', '牛膝', '大青盐']"
通宣理肺丸,"['紫苏叶', '前胡', '桔梗', '苦杏仁', '麻黄', '甘草', '茯苓', '枳壳', '黄芩']"
通便灵胶囊,"['番泻叶', '当归', '肉苁蓉']"
午时茶颗粒,"['苍术', '柴胡', '羌活', '防风', '白芷', '川芎', '广藿香', '前胡', '连翘', '山楂', '枳实', '麦芽', '甘草', '桔梗', '神曲', '紫苏叶', '厚朴', '红茶']"
乌鸡白凤丸,"['乌鸡', '鹿角胶', '鳖甲', '牡蛎', '桑螵蛸', '人参', '黄芪', '当归', '白芍', '香附', '天冬', '甘草', '地黄', '熟地黄', '川芎', '银柴胡', '丹参', '芡实', '鹿角霜']"
痛经丸,"['当归', '白芍', '川芎', '熟地黄', '香附', '木香', '山楂', '延胡索', '炮姜', '肉桂', '丹参', '茺蔚子', '红花', '益母草', '灵脂']"
乌贝散,"['海螵蛸', '浙贝母', '陈油']"
香连丸,"['黄连', '木香']"
消栓通络胶囊,"['川芎', '丹参', '黄芪', '泽泻', '槐花', '桂枝', '郁金', '木香', '冰片', '山楂']"
逍遥丸,"['柴胡', '当归', '白芍', '白术', '茯苓', '炙甘草', '薄荷']"
小柴胡片,"['柴胡', '黄芩', '党参', '甘草', '生姜', '大枣']"
小建中合剂,"['桂枝', '白芍', '炙甘草', '生姜', '大枣']"
玄麦甘桔颗粒,"['玄参', '麦冬', '甘草', '桔梗']"
三七伤药片,"['草乌', '雪上枝蒿', '冰片', '骨碎补', '红花', '接骨木', '赤芍']"
三七血伤宁胶囊,"['重楼', '生草乌', '大叶紫珠及提取物', '黑紫', '藜芦', '冰片', '朱砂']"
桑菊感冒片,"['桑叶', '菊花', '薄荷素油', '苦杏仁', '桔梗', '连翘', '芦根', '甘草']"
痧药,"['丁香', '苍术', '天麻', '麻黄', '大黄', '甘草', '冰片', '麝香', '蟾酥', '雄黄', '朱砂']"
生脉注射液,"['红参', '麦冬', '味子']"
肾衰宁胶囊,"['太子参', '黄连', '茯苓', '大黄', '丹参', '牛膝', '红花', '甘草']"
生血丸,"['鹿茸', '黄柏', '白术', '桑枝', '白扁豆', '稻芽', '紫河车']"
十滴水软胶囊,"['樟脑', '干姜', '大黄', '小茴香', '肉桂', '辣椒', '桉油']"
十灰丸,"['大蓟', '小蓟', '牡丹', '棕榈', '侧柏叶', '荷叶', '茜草', '栀子', '白茅根', '大黄']"
十枣丸,"['甘遂', '京大戟', '芫花', '大枣']"
十全大补丸,"['党参', '白术', '茯苓', '炙甘草', '当归', '川芎', '白芍', '熟地黄', '炙黄芪', '肉桂']"
石斛夜光丸,"['石斛', '人参', '茯苓', '甘草', '肉苁蓉', '枸杞子', '菟丝子', '地黄', '熟地黄', '味子', '天冬', '麦冬', '苦杏仁', '防风', '川芎', '枳壳', '黄连', '牛膝', '菊花', '蒺藜', '青葙子', '决明子', '水牛角浓缩粉', '羚羊角']"
四君子丸,"['党参', '白术', '茯苓', '炙甘草']"
四神丸,"['补骨脂', '吴茱萸', '肉豆蔻', '味子', '大枣']"
青娥丸,"['杜仲', '补骨脂', '核桃仁', '大蒜']"
青蒿鳖甲片,"['青蒿', '鳖甲胶', '地黄', '知母', '牡丹']"
清宁丸,"['大黄', '绿豆', '车前草', '白术', '黑豆', '香附', '桑叶', '桃枝', '牛乳', '厚朴', '麦芽', '侧柏叶']"
清火片,"['大青叶', '大黄', '石膏', '薄荷脑']"
清热解毒口服液,"['石膏', '金银花', '玄参', '地黄', '连翘', '栀子', '甜地丁', '黄芩', '龙胆', '板蓝根', '知母', '麦冬']"
清暑益气丸,"['人参', '黄芪', '苍术', '黄柏', '当归', '麦冬', '白术', '神曲', '葛根', '泽泻', '味子', '甘草']"
清胃黄连丸,"['黄连', '石膏', '桔梗', '甘草', '知母', '玄参', '地黄', '牡丹', '天花粉', '连翘', '栀子', '黄柏', '黄芩', '赤芍']"
人参养荣丸,"['人参', '白术', '茯苓', '炙甘草', '当归', '熟地黄', '白芍', '炙黄芪', '远志', '肉桂', '味子']"
人参败毒胶囊,"['独活', '羌活', '川芎', '柴胡', '枳壳', '桔梗', '前胡', '茯苓', '甘草', '生姜', '薄荷', '人参']"
乳块消片,"['橘叶', '丹参', '皂角刺', '王不留行', '川楝子', '地龙']"
芩连片,"['黄芩', '连翘', '黄连', '黄柏', '赤芍', '甘草']"
尿毒灵灌肠液,"['甲组：大黄', '连翘', '龙骨', '蒺藜', '牡蛎', '丹参', '桂枝', '地榆', '槐米', '钩藤', '青黛', '栀子', '黄柏', '土茯苓l', '金银花', '乙组：生晒参', '麦冬', '枸杞', '白茅根', '红花']"
牛黄解毒片,"['人工牛黄', '雄黄', '石膏', '大黄', '黄芩', '桔梗', '冰片', '甘草']"
牛黄清胃丸,"['牛黄', '大黄', '菊花', '麦冬', '薄荷', '石膏', '栀子', '玄参', '番泻叶', '黄芩', '连翘', '桔梗', '黄柏', '甘草', '牵牛子', '枳实', '冰片']"
牛黄至宝丸,"['连翘', '栀子', '大黄', '芒硝', '石膏', '青蒿', '木香', '广藿香', '人工牛黄', '冰片', '雄黄']"
女金丸,"['当归', '白芍', '川芎', '熟地黄', '党参', '白术', '茯苓', '甘草', '肉桂', '益母草', '牡丹', '延胡索', '藁本', '白芷', '黄芩', '白薇', '香附', '砂仁', '赤石脂', '鹿角霜', '阿胶']"
脑得生片,"['川芎', '红花', '葛根', '山楂']"
七宝美髯颗粒,"['制何首乌', '当归', '补骨脂', '枸杞子', '菟丝子', '茯苓', '牛膝']"
杞菊地黄丸,"['枸杞子', '菊花', '熟地黄', '山茱萸', '牡丹', '茯苓', '泽泻']"
七厘散,"['血竭', '乳香', '红花', '儿茶', '冰片', '麝香', '朱砂']"
气滞胃痛颗粒,['柴胡延胡索枳壳香附白芍炙甘草']
麻仁滋脾丸,"['大黄', '火麻仁', '当归', '厚朴', '苦杏仁', '枳实', '郁李仁', '白芍']"
麦味地黄丸,"['麦冬', '味子', '熟地黄', '山茱萸', '牡丹', '茯苓', '泽泻']"
明目地黄丸,"['熟地黄', '山茱萸', '牡丹', '茯苓', '泽泻', '枸杞子', '菊花', '当归', '白芍', '蒺藜', '石决明']"
麻仁丸,"['火麻仁', '苦杏仁', '大黄', '枳实', '厚朴', '白芍']"
麻仁润肠丸,"['火麻仁', '苦杏仁', '大黄', '木香', '白芍']"
龙牡壮骨颗粒,"['党参', '黄芪', '麦冬', '龟甲', '白术', '味子', '龙骨', '牡蛎', '茯苓', '大枣', '甘草', '乳酸钙', '鸡内金', '维生素D', '葡萄糖酸钙']"
龙胆泻肝丸,"['龙胆', '柴胡', '黄芩', '栀子', '泽泻', '木通', '车前子', '当归', '地黄', '炙甘草']"
羚羊感冒片,"['羚羊角', '牛蒡子', '淡豆豉', '金银花', '荆芥', '连翘', '淡竹叶', '桔梗', '薄荷素油', '甘草']"
六合定中丸,"['广藿香', '紫苏叶', '香薷', '木香', '檀香', '厚朴', '枳壳', '桔梗', '甘草', '茯苓', '木瓜', '白扁豆', '山楂', '神曲', '麦芽', '稻芽']"
六神丸,"['珍珠粉', '牛黄', '麝香', '雄黄', '冰片', '蟾酥']"
六一散,"['滑石粉', '甘草']"
良附丸,"['高良姜', '香附']"
河车大造丸,"['紫河车', '熟地黄', '天冬', '麦冬', '杜仲', '牛膝', '黄柏', '龟甲']"
护肝片,"['柴胡', '茵陈', '板蓝根', '味子', '猪胆粉', '绿豆']"
槐角丸,"['槐角', '地榆', '黄芩', '枳壳', '当归', '防风']"
黄连上清丸,"['黄连', '栀子', '连翘', '蔓荆子', '防风', '荆芥穗', '白芷', '黄芩', '菊花', '薄荷', '大黄', '黄柏', '桔梗', '川芎', '石膏', '旋覆花', '甘草']"
桂附地黄丸,"['肉桂', '附子', '熟地黄', '山茱萸', '牡丹', '茯苓', '泽泻']"
九味羌活颗粒,"['羌活', '防风', '苍术', '细辛', '川芎', '白芷', '黄芩', '甘草', '地黄']"
金锁固精丸,"['沙苑子', '芡实', '莲须', '龙骨', '牡蛎', '莲子']"
抗病毒口服液,"['板蓝根', '石膏', '芦根', '生地黄', '郁金', '知母', '石菖蒲', '广藿香', '连翘']"
防风通圣丸,"['防风', '荆芥穗', '薄荷', '麻黄', '大黄', '芒硝', '栀子', '滑石', '桔梗', '石膏', '川芎', '当归', '白芍', '黄芩l', '连翘', '甘草', '白术']"
归脾丸,"['党参', '白术', '炙黄芪', '炙甘草', '茯苓', '远志', '酸枣仁', '龙眼肉', '当归', '木香', '大枣']"
妇女痛经丸,"['延胡索', '灵脂', '丹参', '蒲黄']"
固肠止泻丸,['乌梅黄连罂粟壳干姜木香延胡索']
复方丹参片,"['丹参', '冰片']"
复方牛黄清胃丸,"['大黄', '牵牛子', '栀子', '石膏', '芒硝', '黄芩', '黄连', '连翘', '山楂', '厚朴', '枳实', '香附', '猪牙皂', '荆芥穗', '薄荷', '防风', '菊花', '白芷', '桔梗', '玄参', '甘草', '牛黄', '冰片']"
感冒清热颗粒,"['荆芥穗', '薄荷', '防风', '柴胡', '紫苏叶', '葛根', '桔梗', '苦杏仁', '白芷', '苦地丁', '芦根']"
导赤丸,"['连翘', '黄连', '栀子', '木通', '玄参', '天花粉', '赤芍', '大黄', '黄芩', '滑石']"
当归丸,"['当归', '黄芪']"
柴胡舒肝丸,"['茯苓', '枳壳', '豆蔻', '白芍', '甘草', '香附', '桔梗', '厚朴', '山楂', '防风', '神曲', '柴胡', '黄芩', '薄荷', '紫苏梗', '木香', '槟榔', '大黄', '当归', '莪术']"
大补阴丸,"['熟地黄', '知母', '黄柏', '龟甲', '猪脊髓']"
当归龙荟丸,"['当归', '龙胆', '芦荟', '青黛', '栀子', '黄连', '黄芩', '黄柏', '大黄', '木香', '麝香']"
穿心莲片,['穿莲']
参芪片,"['黄芪', '党参']"
参苏丸,"['党参', '紫苏叶', '葛根', '前胡', '茯苓', '枳壳', '桔梗', '甘草', '木香']"
参附注射液,"['红参', '附片']"
板蓝根颗粒,['本品为板蓝根经工制成的颗粒']
补中益气丸,"['炙黄芪', '党参', '炙甘草', '白术', '当归', '柴胡']"
参苓白术散,"['人参', '茯苓', '白术', '白扁豆', '莲子', '薏苡仁', '砂仁', '桔梗', '甘草']"
八珍丸,"['党参', '白术', '茯苓', '甘草', '当归', '白芍', '川芎', '熟地黄']"
安胃片,"['延胡索', '海螵蛸', '白矾']"
艾附暖宫丸,"['艾叶', '香附', '吴茱萸', '肉桂', '当归', '川芎', '白芍', '地黄', '炙黄芪', '续断']"
海麒舒肝胶囊,"['昆布', '麒麟菜']"
润伊容胶囊,"['蒲公英', '千里光', '侧柏叶', '柴胡', '皂角刺', '川木通', '白芷', '大血藤']"
调经祛斑胶囊,"['黄芪', '菟丝子', '墨旱莲', '女贞子', '枸杞子', '当归', '白芍', '何首乌', '地黄', '熟地黄', '桃仁', '柴胡', '阿胶', '手参', '红花']"
四季三黄片,"['大黄', '黄芩', '栀子', '黄柏']"
加味保和丸,"['白术', '茯苓', '厚朴', '枳实', '枳壳', '香附', '山楂', '神曲', '麦芽', '法夏']"
百宝丹胶囊,"['滇草乌', '金铁锁', '重楼']"
至灵胶囊,['冬虫夏草']
至灵菌丝胶囊,"['至灵菌丝粉', '主要有虫草素', '虫草多糖', '腺瞟呤核苷', '腺嘧啶核苷', '甘露醇', '麦角甾醇', '谷氨酸', '缬氨酸', '赖氨酸', '亮氨酸种氨基酸和锌', '硒元素以及维生索B', '维生素B', '维生素E']"
白苓健脾颗粒,"['白术', '茯苓', '山楂', '含锌猪血水解物', '硫酸亚铁']"
加味灵芝菌片,"['深层培养灵芝干膏', '桑寄生于膏', '香附']"
当归红枣颗粒,"['当归', '红枣']"
通络骨质宁膏,"['红土茯苓', '红花', '草乌', '血竭', '青风藤', '海马', '生扯拢', '铁筷子', '天南星', '见血飞', '鲜桑枝', '鲜桃枝', '鲜榆枝', '鲜柳枝', '鲜槐枝', '红丹', '麻油']"
骨刺宁胶囊,['土鳖虫']
健骨注射液,['本品为战骨经工制成的注射液']
益心宁神片,"['人参茎叶总皂甙', '藤合欢', '味子', '灵芝']"
野木瓜注射液,['野木瓜经提取制成的灭菌水溶液']
婴儿安片,"['鸡内金', '清夏', '川贝母', '天竺黄', '钩藤', '天麻', '朱砂', '琥珀']"
银翘双解栓,"['连翘', '金银花', '黄芩', '丁香叶']"
养正消积胶囊,"['黄芪', '女贞子', '人参', '灵芝', '莪术', '白术', '白花蛇舌草']"
复方金银花颗粒,"['金银花', '板蓝根', '连翘', '穿莲']"
复方石淋通片,"['广金草', '海金沙', '石韦', '滑石粉', '忍冬藤']"
健脾生血颗粒,"['党参', '茯苓', '白术', '鸡内金', '硫酸亚铁']"
康儿灵颗粒,"['白术', '胡黄连', '使君子', '茯苓', '枳壳', '麦芽', '神曲', '山楂', '莲子', '甘草']"
清咽丸,"['桔梗', '寒水石', '薄荷', '诃子', '片草', '乌梅', '青黛', '硼砂', '冰片']"
康艾扶正胶囊,"['灵芝', '黄芪', '淫羊藿', '女贞子', '刺梨', '熟地黄', '姜夏']"
清咽润喉丸,"['射干', '山豆根', '桔梗', '僵蚕', '桅子', '牡丹', '青果', '金果榄', '麦冬', '玄参', '知母', '地黄', '白芍', '浙贝母', '甘草', '冰片', '水牛角浓缩粉']"
蛹虫草菌粉胶囊,['蛹虫草菌粉']
微达康颗粒,"['黄芪', '女贞子', '熟地', '附子', '淫羊藿']"
愈风宁心片,['葛根']
复方首乌地黄丸,"['制何首乌', '地黄', '女贞子', '墨旱莲']"
益肝除湿合剂,"['金荞麦', '蓝布正', '臭牡器']"
止痒消炎水,"['苦参', '白鲜', '蛇床子', '薄荷脑', '冰片', '水杨酸', '麝香草酚']"
益气增乳胶囊,"['黄芪', '当归', '川芎', '柴胡', '王不留行', '漏芦', '路路通', '通草']"
婴儿保肺宁,"['川贝母', '橘红', '姜夏', '赭石', '桔梗', '百部', '紫苏梗', '紫苏子', '天竺黄', '硼砂', '石膏', '滑石', '朱砂', '冰片']"
健宝灵片,"['银耳', '山楂浸膏', '赖氨酸', '茯苓']"
脂脉康胶囊,"['普洱茶', '山楂', '莱菔子', '菏叶', '葛根', '菊花', '黄芪', '黄精', '何首乌', '茺蔚于', '杜仲', '大黄', '槐花', '桑寄生']"
脑血栓片,"['红花', '当归', '水蛭', '赤芍', '桃仁', '川芎', '丹参', '土鳖虫', '羚羊角', '人工牛黄']"
芪参益气滴丸,"['黄芪', '丹参', '降香']"
脑安胶囊,"['人参', '川芎', '当归', '红花', '冰片']"
槐杞黄颗粒,"['槐耳菌质', '枸杞子', '黄精']"
感冒丸,"['麻黄', '薄荷', '石膏', '甘草', '紫苏叶', '前胡', '菊花', '桔梗', '苦杏仁', '金银花', '黄芩', '桑叶']"
胃炎康胶囊,"['白芍', '甘草', '桂枝', '高良姜', '黄连', '柴胡']"
醒脾养儿颗粒,"['毛大丁草', '点红']"
银翘合剂,"['金银花', '连翘', '薄荷', '荆芥', '淡豆豉', '牛蒡子', '桔梗', '淡竹叶', '芦根', '甘草']"
柴枳四逆散,"['柴胡', '甘草', '白芍', '枳壳']"
晕可平糖浆,"['赭石', '夏枯草', '法夏', '车前草']"
健骨生丸,"['当归', '地龙', '冬虫夏草', '西红花', '珍珠', '冰片']"
痔特佳片,"['槐角', '地愉炭', '黄芩', '防风', '枳壳', '当归', '阿胶', '鞣质']"
康复灵栓,"['大黄', '儿茶', '紫草', '冰片']"
鹿角胶颗粒,['鹿角']
羚黄宝儿丸,"['麝香', '黄连', '羚羊角', '甘草', '冰片', '人参', '人工牛黄', '猪胆膏', '丁香']"
清心沉香八味丸,"['沉香', '红花', '广枣', '肉豆蔻', '檀香', '天竺黄', '紫檀香', '北沙参']"
清喉利咽颗粒,"['黄芩', '西青果', '桔梗', '竹茹', '胖大海', '橘红', '枳壳', '桑叶', '香附', '紫苏子', '紫苏梗', '沉香味']"
越鞠保和丸,"['栀子', '神曲', '香附', '川芎', '苍术', '木香', '槟榔']"
博尔宁胶囊,"['炙黄芪', '女贞子', '光慈菇', '马齿苋', '重楼', '龙葵', '紫苏子', '鸡内金', '大黄', '冰片', '僵蚕']"
搜风顺气丸,"['大黄', '火麻仁', '槟榔', '防风', '车前子', '郁李仁', '枳壳', '独活', '菟丝子', '牛膝']"
甘露茶,"['麦芽', '广藿香', '青蒿', '紫苏叶', '神曲', '鸭脚木叶', '防风', '山楂']"
益血膏,"['黄苠', '益母草', '木香', '何首乌', '当归', '菟丝子', '白芍', '川芎', '大黄', '地黄', '枸杞子']"
通心络胶囊,"['人参', '水蛭', '全蝎', '土鳖虫', '蜈蚣', '蝉蜕', '赤芍', '檀香', '降香', '乳香', '酸枣仁', '冰片']"
参茸黑锡丸,"['红参', '鹿茸', '黑锡', '荜澄茄', '胡芦巴', '丁香', '小茴香', '益智仁', '肉豆蔻', '橘红', '附子', '木香', '赭石', '补骨脂', '肉桂', '川楝子', '阳起石', '沉香', '硫黄']"
西洋参黄芪胶囊,"['西洋参', '冬虫夏草', '虫草头孢菌粉', '人参', '黄芪']"
百艾洗液,"['苦参', '百部', '黄柏', '地肤子', '艾叶', '蛇床子', '枯矾', '冰片', '薄荷油']"
